combined_shot_type,loc_x,loc_y,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_range,opponent,shot_id
Jump Shot,-78,34,0,2,0,2009-10,0,8,1.0,2PT Field Goal,Left Side(L),8-16 ft.,MIA,15247
Jump Shot,171,-3,11,3,0,2009-10,39,17,,2PT Field Goal,Right Side(R),16-24 ft.,MIA,15248
Layup,0,0,8,3,0,2009-10,47,0,,2PT Field Goal,Center(C),Less Than 8 ft.,MIA,15250
Layup,0,0,8,3,0,2009-10,10,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,MIA,15251
Layup,0,0,6,3,0,2009-10,46,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,MIA,15252
Jump Shot,81,156,6,3,0,2009-10,2,17,1.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,MIA,15253
Layup,0,0,3,3,0,2009-10,41,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,MIA,15254
Jump Shot,-109,7,11,4,0,2009-10,18,10,1.0,2PT Field Goal,Left Side(L),8-16 ft.,MIA,15255
Jump Shot,-97,115,9,4,0,2009-10,57,15,0.0,2PT Field Goal,Left Side(L),8-16 ft.,MIA,15257
Jump Shot,67,170,7,4,0,2009-10,36,18,,2PT Field Goal,Right Side Center(RC),16-24 ft.,MIA,15258
Jump Shot,-62,9,6,4,0,2009-10,25,6,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,MIA,15259
Jump Shot,65,93,3,4,0,2009-10,35,11,,2PT Field Goal,Right Side(R),8-16 ft.,MIA,15261
Jump Shot,89,209,2,4,0,2009-10,18,22,0.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,MIA,15262
Layup,0,0,2,4,0,2009-10,7,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,MIA,15263
Jump Shot,-188,9,0,4,0,2009-10,25,18,0.0,2PT Field Goal,Left Side(L),16-24 ft.,MIA,15264
Layup,0,0,0,4,0,2009-10,14,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,MIA,15265
Jump Shot,6,274,0,4,0,2009-10,0,27,1.0,3PT Field Goal,Center(C),24+ ft.,MIA,15266
Jump Shot,0,205,11,1,0,2009-10,36,20,1.0,2PT Field Goal,Center(C),16-24 ft.,PHX,15267
Jump Shot,-11,269,10,1,0,2009-10,53,26,0.0,3PT Field Goal,Center(C),24+ ft.,PHX,15268
Jump Shot,176,227,5,1,0,2009-10,55,28,1.0,3PT Field Goal,Right Side Center(RC),24+ ft.,PHX,15269
Jump Shot,15,124,4,1,0,2009-10,29,12,,2PT Field Goal,Center(C),8-16 ft.,PHX,15270
Jump Shot,-158,205,1,1,0,2009-10,45,25,0.0,3PT Field Goal,Left Side Center(LC),24+ ft.,PHX,15271
Bank Shot,24,31,0,1,0,2009-10,2,3,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,PHX,15272
Layup,0,0,9,2,0,2009-10,8,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,PHX,15273
Jump Shot,-138,80,0,2,0,2009-10,25,15,1.0,2PT Field Goal,Left Side(L),8-16 ft.,PHX,15274
Jump Shot,-152,110,7,3,0,2009-10,13,18,0.0,2PT Field Goal,Left Side(L),16-24 ft.,PHX,15275
Layup,0,0,5,3,0,2009-10,47,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,PHX,15276
Jump Shot,100,107,3,3,0,2009-10,57,14,0.0,2PT Field Goal,Right Side(R),8-16 ft.,PHX,15277
Jump Shot,4,105,2,3,0,2009-10,49,10,0.0,2PT Field Goal,Center(C),8-16 ft.,PHX,15278
Layup,0,0,2,3,0,2009-10,15,0,,2PT Field Goal,Center(C),Less Than 8 ft.,PHX,15279
Jump Shot,190,159,0,3,0,2009-10,37,24,1.0,3PT Field Goal,Right Side Center(RC),24+ ft.,PHX,15280
Jump Shot,-198,0,9,4,0,2009-10,44,19,,2PT Field Goal,Left Side(L),16-24 ft.,PHX,15281
Jump Shot,-122,-6,8,4,0,2009-10,43,12,0.0,2PT Field Goal,Left Side(L),8-16 ft.,PHX,15282
Layup,0,0,10,1,0,2009-10,28,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,UTA,15283
Layup,0,0,9,1,0,2009-10,35,0,,2PT Field Goal,Center(C),Less Than 8 ft.,UTA,15284
Jump Shot,94,241,5,1,0,2009-10,13,25,1.0,3PT Field Goal,Right Side Center(RC),24+ ft.,UTA,15285
Layup,0,0,3,1,0,2009-10,54,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,UTA,15286
Jump Shot,-147,1,2,1,0,2009-10,5,14,0.0,2PT Field Goal,Left Side(L),8-16 ft.,UTA,15287
Jump Shot,-166,187,0,1,0,2009-10,31,25,0.0,3PT Field Goal,Left Side Center(LC),24+ ft.,UTA,15288
Jump Shot,-144,112,11,2,0,2009-10,51,18,1.0,2PT Field Goal,Left Side Center(LC),16-24 ft.,UTA,15289
Layup,0,0,3,2,0,2009-10,9,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,UTA,15291
Jump Shot,15,55,10,3,0,2009-10,36,5,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,UTA,15292
Bank Shot,-60,28,10,3,0,2009-10,0,6,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,UTA,15293
Jump Shot,119,93,9,3,0,2009-10,20,15,0.0,2PT Field Goal,Right Side(R),8-16 ft.,UTA,15294
Layup,0,0,8,3,0,2009-10,19,0,,2PT Field Goal,Center(C),Less Than 8 ft.,UTA,15295
Jump Shot,-106,64,6,3,0,2009-10,6,12,1.0,2PT Field Goal,Left Side(L),8-16 ft.,UTA,15296
Hook Shot,-52,28,4,3,0,2009-10,23,5,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,UTA,15297
Jump Shot,18,77,2,3,0,2009-10,26,7,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,UTA,15298
Layup,0,0,1,3,0,2009-10,0,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,UTA,15299
Jump Shot,118,69,7,4,0,2009-10,43,13,1.0,2PT Field Goal,Right Side(R),8-16 ft.,UTA,15300
Jump Shot,-67,246,4,4,0,2009-10,14,25,0.0,3PT Field Goal,Center(C),24+ ft.,UTA,15301
Jump Shot,-23,252,10,1,0,2009-10,26,25,0.0,3PT Field Goal,Center(C),24+ ft.,MIN,15302
Jump Shot,152,14,8,1,0,2009-10,24,15,,2PT Field Goal,Right Side(R),8-16 ft.,MIN,15303
Jump Shot,162,104,6,1,0,2009-10,59,19,1.0,2PT Field Goal,Right Side(R),16-24 ft.,MIN,15304
Jump Shot,-152,28,4,1,0,2009-10,57,15,1.0,2PT Field Goal,Left Side(L),8-16 ft.,MIN,15305
Jump Shot,-108,9,4,1,0,2009-10,12,10,,2PT Field Goal,Left Side(L),8-16 ft.,MIN,15306
Jump Shot,-30,228,11,3,0,2009-10,4,22,0.0,2PT Field Goal,Center(C),16-24 ft.,MIN,15309
Jump Shot,4,252,9,3,0,2009-10,15,25,1.0,3PT Field Goal,Center(C),24+ ft.,MIN,15310
Jump Shot,119,30,8,3,0,2009-10,15,12,0.0,2PT Field Goal,Right Side(R),8-16 ft.,MIN,15311
Jump Shot,-59,67,7,3,0,2009-10,32,8,0.0,2PT Field Goal,Left Side(L),8-16 ft.,MIN,15312
Layup,0,0,7,3,0,2009-10,1,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,MIN,15313
Jump Shot,67,209,6,3,0,2009-10,23,21,1.0,2PT Field Goal,Center(C),16-24 ft.,MIN,15314
Jump Shot,99,225,6,3,0,2009-10,4,24,0.0,3PT Field Goal,Right Side Center(RC),24+ ft.,MIN,15315
Jump Shot,-175,112,2,3,0,2009-10,26,20,0.0,2PT Field Goal,Left Side(L),16-24 ft.,MIN,15316
Jump Shot,-209,58,10,4,0,2009-10,49,21,0.0,2PT Field Goal,Left Side(L),16-24 ft.,MIN,15317
Jump Shot,141,85,9,4,0,2009-10,7,16,0.0,2PT Field Goal,Right Side(R),16-24 ft.,MIN,15318
Jump Shot,18,55,8,4,0,2009-10,14,5,,2PT Field Goal,Center(C),Less Than 8 ft.,MIN,15319
Jump Shot,-100,227,5,1,0,2009-10,38,24,0.0,3PT Field Goal,Left Side Center(LC),24+ ft.,UTA,15320
Jump Shot,151,-2,5,1,0,2009-10,3,15,,2PT Field Goal,Right Side(R),8-16 ft.,UTA,15322
Jump Shot,155,146,1,1,0,2009-10,58,21,,2PT Field Goal,Right Side Center(RC),16-24 ft.,UTA,15324
Jump Shot,91,160,3,2,0,2009-10,17,18,,2PT Field Goal,Right Side Center(RC),16-24 ft.,UTA,15326
Jump Shot,-2,80,1,2,0,2009-10,29,8,1.0,2PT Field Goal,Center(C),8-16 ft.,UTA,15327
Jump Shot,12,72,0,2,0,2009-10,56,7,,2PT Field Goal,Center(C),Less Than 8 ft.,UTA,15328
Jump Shot,-114,119,0,2,0,2009-10,34,16,0.0,2PT Field Goal,Left Side Center(LC),16-24 ft.,UTA,15329
Jump Shot,-11,247,11,3,0,2009-10,15,24,0.0,3PT Field Goal,Center(C),24+ ft.,UTA,15330
Jump Shot,0,170,3,3,0,2009-10,20,17,0.0,2PT Field Goal,Center(C),16-24 ft.,UTA,15331
Jump Shot,132,198,2,3,0,2009-10,59,23,0.0,3PT Field Goal,Right Side Center(RC),24+ ft.,UTA,15332
Jump Shot,132,205,8,4,0,2009-10,20,24,,3PT Field Goal,Right Side Center(RC),24+ ft.,UTA,15333
Jump Shot,-163,178,6,4,0,2009-10,29,24,0.0,3PT Field Goal,Left Side Center(LC),24+ ft.,UTA,15334
Jump Shot,132,63,5,4,0,2009-10,59,14,,2PT Field Goal,Right Side(R),8-16 ft.,UTA,15335
Jump Shot,-131,142,4,4,0,2009-10,51,19,1.0,2PT Field Goal,Left Side Center(LC),16-24 ft.,UTA,15336
Jump Shot,99,217,4,4,0,2009-10,22,23,1.0,3PT Field Goal,Right Side Center(RC),24+ ft.,UTA,15337
Jump Shot,-32,255,3,4,0,2009-10,43,25,0.0,3PT Field Goal,Center(C),24+ ft.,UTA,15338
Jump Shot,53,44,3,4,0,2009-10,7,6,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,UTA,15339
Jump Shot,-73,137,3,4,0,2009-10,5,15,,2PT Field Goal,Center(C),8-16 ft.,UTA,15340
Jump Shot,138,205,2,4,0,2009-10,24,24,0.0,3PT Field Goal,Right Side Center(RC),24+ ft.,UTA,15341
Jump Shot,-177,183,0,4,0,2009-10,41,25,0.0,3PT Field Goal,Left Side Center(LC),24+ ft.,UTA,15343
Layup,0,0,9,1,0,2009-10,42,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,CHI,15344
Jump Shot,-117,78,8,1,0,2009-10,43,14,0.0,2PT Field Goal,Left Side(L),8-16 ft.,CHI,15345
Jump Shot,-65,149,5,1,0,2009-10,56,16,1.0,2PT Field Goal,Left Side Center(LC),16-24 ft.,CHI,15347
Jump Shot,-172,165,5,1,0,2009-10,32,23,1.0,3PT Field Goal,Left Side Center(LC),24+ ft.,CHI,15348
Jump Shot,166,75,4,1,0,2009-10,5,18,1.0,2PT Field Goal,Right Side(R),16-24 ft.,CHI,15350
Jump Shot,171,12,3,1,0,2009-10,46,17,1.0,2PT Field Goal,Right Side(R),16-24 ft.,CHI,15351
Jump Shot,154,85,2,1,0,2009-10,57,17,,2PT Field Goal,Right Side(R),16-24 ft.,CHI,15352
Jump Shot,-172,74,2,1,0,2009-10,24,18,1.0,2PT Field Goal,Left Side(L),16-24 ft.,CHI,15353
Jump Shot,-175,39,1,1,0,2009-10,12,17,0.0,2PT Field Goal,Left Side(L),16-24 ft.,CHI,15355
Jump Shot,-51,101,5,2,0,2009-10,34,11,1.0,2PT Field Goal,Center(C),8-16 ft.,CHI,15356
Jump Shot,39,132,1,2,0,2009-10,53,13,,2PT Field Goal,Center(C),8-16 ft.,CHI,15357
Jump Shot,182,181,1,2,0,2009-10,30,25,,3PT Field Goal,Right Side Center(RC),24+ ft.,CHI,15358
Layup,0,0,1,2,0,2009-10,3,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,CHI,15359
Jump Shot,-139,372,0,2,0,2009-10,0,39,0.0,3PT Field Goal,Left Side Center(LC),24+ ft.,CHI,15360
Jump Shot,-141,203,10,3,0,2009-10,15,24,0.0,3PT Field Goal,Left Side Center(LC),24+ ft.,CHI,15361
Jump Shot,-149,58,2,3,0,2009-10,46,15,1.0,2PT Field Goal,Left Side(L),8-16 ft.,CHI,15363
Jump Shot,162,124,2,3,0,2009-10,4,20,,2PT Field Goal,Right Side Center(RC),16-24 ft.,CHI,15364
Jump Shot,26,86,0,3,0,2009-10,48,8,1.0,2PT Field Goal,Center(C),8-16 ft.,CHI,15365
Jump Shot,-153,110,6,4,0,2009-10,35,18,1.0,2PT Field Goal,Left Side(L),16-24 ft.,CHI,15366
Layup,0,0,3,4,0,2009-10,3,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,CHI,15367
Jump Shot,106,56,0,4,0,2009-10,39,11,1.0,2PT Field Goal,Right Side(R),8-16 ft.,CHI,15368
Dunk,0,0,0,4,0,2009-10,16,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,CHI,15369
Jump Shot,-70,131,9,1,0,2009-10,37,14,1.0,2PT Field Goal,Center(C),8-16 ft.,MIL,15370
Jump Shot,155,31,7,1,0,2009-10,51,15,,2PT Field Goal,Right Side(R),8-16 ft.,MIL,15371
Layup,0,0,6,1,0,2009-10,4,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,MIL,15372
Jump Shot,204,129,5,1,0,2009-10,19,24,1.0,3PT Field Goal,Right Side Center(RC),24+ ft.,MIL,15373
Jump Shot,-62,145,2,1,0,2009-10,54,15,,2PT Field Goal,Center(C),8-16 ft.,MIL,15374
Jump Shot,135,74,1,1,0,2009-10,14,15,,2PT Field Goal,Right Side(R),8-16 ft.,MIL,15375
Jump Shot,133,11,7,2,0,2009-10,12,13,0.0,2PT Field Goal,Right Side(R),8-16 ft.,MIL,15376
Jump Shot,-24,60,3,2,0,2009-10,41,6,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,MIL,15377
Jump Shot,103,77,2,2,0,2009-10,42,12,0.0,2PT Field Goal,Right Side(R),8-16 ft.,MIL,15378
Layup,0,0,10,3,0,2009-10,19,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,MIL,15380
Jump Shot,151,85,8,3,0,2009-10,1,17,1.0,2PT Field Goal,Right Side(R),16-24 ft.,MIL,15381
Jump Shot,-161,20,5,3,0,2009-10,38,16,0.0,2PT Field Goal,Left Side(L),16-24 ft.,MIL,15382
Jump Shot,58,137,2,3,0,2009-10,49,14,,2PT Field Goal,Center(C),8-16 ft.,MIL,15384
Jump Shot,-73,22,2,3,0,2009-10,17,7,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,MIL,15385
Jump Shot,94,-3,0,3,0,2009-10,47,9,,2PT Field Goal,Right Side(R),8-16 ft.,MIL,15386
Jump Shot,149,214,0,3,0,2009-10,1,26,0.0,3PT Field Goal,Right Side Center(RC),24+ ft.,MIL,15387
Jump Shot,91,69,11,4,0,2009-10,36,11,0.0,2PT Field Goal,Right Side(R),8-16 ft.,MIL,15388
Layup,0,0,10,4,0,2009-10,26,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,MIL,15389
Layup,0,0,9,4,0,2009-10,39,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,MIL,15390
Jump Shot,-87,26,2,4,0,2009-10,11,9,1.0,2PT Field Goal,Left Side(L),8-16 ft.,MIL,15391
Jump Shot,-128,75,1,4,0,2009-10,48,14,0.0,2PT Field Goal,Left Side(L),8-16 ft.,MIL,15392
Jump Shot,-144,64,0,4,0,2009-10,2,15,,2PT Field Goal,Left Side(L),8-16 ft.,MIL,15393
Jump Shot,-21,88,1,5,0,2009-10,18,9,1.0,2PT Field Goal,Center(C),8-16 ft.,MIL,15395
Layup,0,0,0,5,0,2009-10,48,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,MIL,15396
Jump Shot,-146,36,0,5,0,2009-10,0,15,1.0,2PT Field Goal,Left Side(L),8-16 ft.,MIL,15397
Jump Shot,-75,80,11,1,0,2009-10,7,10,1.0,2PT Field Goal,Left Side(L),8-16 ft.,NJN,15398
Jump Shot,-24,255,10,1,0,2009-10,24,25,0.0,3PT Field Goal,Center(C),24+ ft.,NJN,15399
Jump Shot,-73,1,9,1,0,2009-10,36,7,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,NJN,15400
Jump Shot,-2,134,3,1,0,2009-10,56,13,0.0,2PT Field Goal,Center(C),8-16 ft.,NJN,15402
Jump Shot,-7,74,3,1,0,2009-10,20,7,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,NJN,15403
Jump Shot,-210,129,1,1,0,2009-10,20,24,0.0,3PT Field Goal,Left Side Center(LC),24+ ft.,NJN,15404
Jump Shot,119,3,4,2,0,2009-10,21,11,1.0,2PT Field Goal,Right Side(R),8-16 ft.,NJN,15406
Layup,0,0,2,2,0,2009-10,11,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,NJN,15408
Jump Shot,-153,85,10,3,0,2009-10,23,17,0.0,2PT Field Goal,Left Side(L),16-24 ft.,NJN,15409
Layup,0,0,9,3,0,2009-10,55,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,NJN,15410
Layup,0,0,9,3,0,2009-10,39,0,,2PT Field Goal,Center(C),Less Than 8 ft.,NJN,15411
Jump Shot,129,99,5,3,0,2009-10,48,16,0.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,NJN,15414
Jump Shot,-10,246,0,3,0,2009-10,20,24,,3PT Field Goal,Center(C),24+ ft.,NJN,15416
Layup,0,0,11,4,0,2009-10,21,0,,2PT Field Goal,Center(C),Less Than 8 ft.,NJN,15417
Jump Shot,-8,151,10,4,0,2009-10,37,15,0.0,2PT Field Goal,Center(C),8-16 ft.,NJN,15418
Jump Shot,-75,9,9,4,0,2009-10,52,7,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,NJN,15419
Layup,0,0,9,4,0,2009-10,9,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,NJN,15420
Jump Shot,-10,228,11,1,0,2009-10,39,22,,2PT Field Goal,Center(C),16-24 ft.,DET,15421
Jump Shot,-155,61,11,1,0,2009-10,7,16,0.0,2PT Field Goal,Left Side(L),16-24 ft.,DET,15422
Hook Shot,-82,30,8,1,0,2009-10,57,8,,2PT Field Goal,Left Side(L),8-16 ft.,DET,15423
Jump Shot,77,172,8,1,0,2009-10,39,18,1.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,DET,15424
Jump Shot,-76,105,3,1,0,2009-10,24,12,1.0,2PT Field Goal,Left Side(L),8-16 ft.,DET,15425
Jump Shot,-175,197,0,1,0,2009-10,52,26,,3PT Field Goal,Left Side Center(LC),24+ ft.,DET,15426
Hook Shot,-34,60,4,2,0,2009-10,21,6,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,DET,15428
Jump Shot,-128,6,3,2,0,2009-10,29,12,1.0,2PT Field Goal,Left Side(L),8-16 ft.,DET,15429
Jump Shot,-205,388,0,2,0,2009-10,0,43,0.0,3PT Field Goal,Left Side Center(LC),24+ ft.,DET,15431
Jump Shot,226,26,9,3,0,2009-10,18,22,1.0,3PT Field Goal,Right Side(R),24+ ft.,DET,15432
Layup,0,0,8,3,0,2009-10,52,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,DET,15433
Jump Shot,-163,42,6,3,0,2009-10,36,16,,2PT Field Goal,Left Side(L),16-24 ft.,DET,15434
Jump Shot,17,134,4,3,0,2009-10,28,13,,2PT Field Goal,Center(C),8-16 ft.,DET,15435
Jump Shot,1,78,1,3,0,2009-10,11,7,,2PT Field Goal,Center(C),Less Than 8 ft.,DET,15437
Jump Shot,-103,247,0,3,0,2009-10,35,26,0.0,3PT Field Goal,Left Side Center(LC),24+ ft.,DET,15438
Jump Shot,24,88,3,4,0,2009-10,53,9,0.0,2PT Field Goal,Center(C),8-16 ft.,DET,15440
Layup,0,0,3,4,0,2009-10,37,0,,2PT Field Goal,Center(C),Less Than 8 ft.,DET,15441
Bank Shot,-95,26,1,4,0,2009-10,26,9,1.0,2PT Field Goal,Left Side(L),8-16 ft.,DET,15442
Jump Shot,130,175,6,1,0,2009-10,16,21,0.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,OKC,15446
Jump Shot,106,143,4,1,0,2009-10,55,17,0.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,OKC,15447
Jump Shot,103,-3,3,1,0,2009-10,41,10,,2PT Field Goal,Right Side(R),8-16 ft.,OKC,15448
Jump Shot,-105,138,1,1,0,2009-10,11,17,,2PT Field Goal,Left Side Center(LC),16-24 ft.,OKC,15449
Jump Shot,-62,80,0,1,0,2009-10,1,10,1.0,2PT Field Goal,Left Side(L),8-16 ft.,OKC,15451
Jump Shot,-138,201,6,2,0,2009-10,46,24,0.0,3PT Field Goal,Left Side Center(LC),24+ ft.,OKC,15452
Jump Shot,-114,88,6,2,0,2009-10,18,14,1.0,2PT Field Goal,Left Side(L),8-16 ft.,OKC,15453
Jump Shot,121,134,4,2,0,2009-10,59,18,1.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,OKC,15454
Jump Shot,-108,153,4,2,0,2009-10,30,18,,2PT Field Goal,Left Side Center(LC),16-24 ft.,OKC,15455
Jump Shot,-133,48,2,2,0,2009-10,47,14,0.0,2PT Field Goal,Left Side(L),8-16 ft.,OKC,15457
Layup,0,0,2,2,0,2009-10,4,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,OKC,15458
Jump Shot,88,89,11,3,0,2009-10,27,12,1.0,2PT Field Goal,Right Side(R),8-16 ft.,OKC,15459
Jump Shot,59,118,7,3,0,2009-10,13,13,1.0,2PT Field Goal,Center(C),8-16 ft.,OKC,15460
Layup,0,0,6,3,0,2009-10,32,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,OKC,15461
Jump Shot,159,83,5,3,0,2009-10,8,17,0.0,2PT Field Goal,Right Side(R),16-24 ft.,OKC,15462
Jump Shot,-98,94,4,3,0,2009-10,9,13,1.0,2PT Field Goal,Left Side(L),8-16 ft.,OKC,15463
Jump Shot,-136,222,2,3,0,2009-10,15,26,0.0,3PT Field Goal,Left Side Center(LC),24+ ft.,OKC,15464
Dunk,0,0,6,4,0,2009-10,23,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,OKC,15467
Jump Shot,54,82,5,4,0,2009-10,12,9,0.0,2PT Field Goal,Right Side(R),8-16 ft.,OKC,15468
Layup,0,0,4,4,0,2009-10,8,0,,2PT Field Goal,Center(C),Less Than 8 ft.,OKC,15469
Jump Shot,179,3,10,1,0,2009-10,12,17,1.0,2PT Field Goal,Right Side(R),16-24 ft.,CLE,15471
Jump Shot,-67,162,9,1,0,2009-10,31,17,0.0,2PT Field Goal,Left Side Center(LC),16-24 ft.,CLE,15472
Jump Shot,50,72,7,1,0,2009-10,21,8,,2PT Field Goal,Right Side(R),8-16 ft.,CLE,15473
Layup,0,0,3,1,0,2009-10,34,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,CLE,15475
Layup,0,0,0,1,0,2009-10,43,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,CLE,15477
Layup,0,0,0,1,0,2009-10,1,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,CLE,15478
Jump Shot,-18,175,11,2,0,2009-10,21,17,,2PT Field Goal,Center(C),16-24 ft.,CLE,15479
Jump Shot,2,86,9,2,0,2009-10,46,8,1.0,2PT Field Goal,Center(C),8-16 ft.,CLE,15480
Jump Shot,-46,157,8,2,0,2009-10,37,16,0.0,2PT Field Goal,Center(C),16-24 ft.,CLE,15481
Jump Shot,1,67,5,2,0,2009-10,12,6,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,CLE,15483
Layup,0,0,3,2,0,2009-10,43,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,CLE,15484
Layup,0,0,0,2,0,2009-10,44,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,CLE,15485
Dunk,0,0,10,3,0,2009-10,55,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,CLE,15486
Layup,0,0,9,3,0,2009-10,57,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,CLE,15487
Jump Shot,51,126,8,3,0,2009-10,40,13,0.0,2PT Field Goal,Center(C),8-16 ft.,CLE,15488
Layup,0,0,7,3,0,2009-10,40,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,CLE,15489
Layup,0,0,7,3,0,2009-10,19,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,CLE,15490
Layup,0,0,1,3,0,2009-10,35,0,,2PT Field Goal,Center(C),Less Than 8 ft.,CLE,15491
Jump Shot,-240,4,0,3,0,2009-10,8,24,,3PT Field Goal,Left Side(L),24+ ft.,CLE,15493
Jump Shot,88,142,11,4,0,2009-10,42,16,0.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,CLE,15494
Jump Shot,-40,131,10,4,0,2009-10,1,13,0.0,2PT Field Goal,Center(C),8-16 ft.,CLE,15495
Jump Shot,95,17,4,4,0,2009-10,37,9,0.0,2PT Field Goal,Right Side(R),8-16 ft.,CLE,15496
Layup,0,0,4,4,0,2009-10,22,0,,2PT Field Goal,Center(C),Less Than 8 ft.,CLE,15497
Jump Shot,-60,258,3,4,0,2009-10,2,26,,3PT Field Goal,Center(C),24+ ft.,CLE,15498
Dunk,0,0,2,4,0,2009-10,52,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,CLE,15499
Layup,0,0,2,4,0,2009-10,24,0,,2PT Field Goal,Center(C),Less Than 8 ft.,CLE,15500
Layup,0,0,2,4,0,2009-10,1,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,CLE,15501
Jump Shot,-13,132,10,3,0,2009-10,1,13,,2PT Field Goal,Center(C),8-16 ft.,CLE,15502
Jump Shot,133,172,9,1,0,2009-10,11,21,0.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,SAC,15503
Dunk,0,0,7,1,0,2009-10,54,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,SAC,15504
Layup,0,0,6,1,0,2009-10,26,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,SAC,15505
Jump Shot,32,167,5,1,0,2009-10,30,17,1.0,2PT Field Goal,Center(C),16-24 ft.,SAC,15506
Jump Shot,135,101,1,1,0,2009-10,59,16,,2PT Field Goal,Right Side Center(RC),16-24 ft.,SAC,15507
Dunk,0,0,1,1,0,2009-10,23,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,SAC,15508
Jump Shot,103,82,0,1,0,2009-10,0,13,1.0,2PT Field Goal,Right Side(R),8-16 ft.,SAC,15509
Jump Shot,-89,22,9,2,0,2009-10,33,9,0.0,2PT Field Goal,Left Side(L),8-16 ft.,SAC,15511
Jump Shot,92,211,4,2,0,2009-10,21,23,1.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,SAC,15512
Jump Shot,-101,170,3,2,0,2009-10,41,19,,2PT Field Goal,Left Side Center(LC),16-24 ft.,SAC,15513
Jump Shot,89,183,2,2,0,2009-10,58,20,0.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,SAC,15514
Jump Shot,61,93,11,3,0,2009-10,26,11,,2PT Field Goal,Right Side(R),8-16 ft.,SAC,15515
Dunk,0,0,9,3,0,2009-10,34,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,SAC,15516
